,hTeam,hGoals,hPenalties,hResult,aTeam,aGoals,aPenalties,aResult,mType,mDate,comp
2542,North. Ireland,2,,W,Denmark,1,,L,Group Stage,25.10.78,"Euros 1980, Qualifiers"
2543,Bulgaria,0,,L,North. Ireland,2,,W,Group Stage,29.11.78,"Euros 1980, Qualifiers"
2544,England,4,,W,North. Ireland,0,,L,Group Stage,07.02.79,"Euros 1980, Qualifiers"
2545,Ireland,2,,W,Denmark,0,,L,Group Stage,02.05.79,"Euros 1980, Qualifiers"
2546,North. Ireland,2,,W,Bulgaria,0,,L,Group Stage,02.05.79,"Euros 1980, Qualifiers"
2547,Bulgaria,1,,W,Ireland,0,,L,Group Stage,19.05.79,"Euros 1980, Qualifiers"
2548,Bulgaria,0,,L,England,3,,W,Group Stage,06.06.79,"Euros 1980, Qualifiers"
2549,Denmark,4,,W,North. Ireland,0,,L,Group Stage,06.06.79,"Euros 1980, Qualifiers"
2550,England,1,,W,Denmark,0,,L,Group Stage,12.09.79,"Euros 1980, Qualifiers"
2551,Ireland,3,,W,Bulgaria,0,,L,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2552,North. Ireland,1,,L,England,5,,W,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2553,Bulgaria,3,,W,Denmark,0,,L,Group Stage,31.10.79,"Euros 1980, Qualifiers"
2554,North. Ireland,1,,W,Ireland,0,,L,Group Stage,21.11.79,"Euros 1980, Qualifiers"
2555,England,2,,W,Bulgaria,0,,L,Group Stage,22.11.79,"Euros 1980, Qualifiers"
2556,England,2,,W,Ireland,0,,L,Group Stage,06.02.80,"Euros 1980, Qualifiers"
2557,Norway,0,,L,Austria,2,,W,Group Stage,30.08.78,"Euros 1980, Qualifiers"
2558,Austria,3,,W,Scotland,2,,L,Group Stage,20.09.78,"Euros 1980, Qualifiers"
2559,Belgium,1,,D,Norway,1,,D,Group Stage,20.09.78,"Euros 1980, Qualifiers"
2560,Portugal,1,,D,Belgium,1,,D,Group Stage,11.10.78,"Euros 1980, Qualifiers"
2561,Scotland,3,,W,Norway,2,,L,Group Stage,25.10.78,"Euros 1980, Qualifiers"
2562,Austria,1,,L,Portugal,2,,W,Group Stage,15.11.78,"Euros 1980, Qualifiers"
2563,Portugal,1,,W,Scotland,0,,L,Group Stage,29.11.78,"Euros 1980, Qualifiers"
2564,Belgium,1,,D,Austria,1,,D,Group Stage,28.03.79,"Euros 1980, Qualifiers"
2565,Austria,0,,D,Belgium,0,,D,Group Stage,02.05.79,"Euros 1980, Qualifiers"
2566,Norway,0,,L,Portugal,1,,W,Group Stage,09.05.79,"Euros 1980, Qualifiers"
2567,Norway,0,,L,Scotland,4,,W,Group Stage,07.06.79,"Euros 1980, Qualifiers"
2568,Austria,4,,W,Norway,0,,L,Group Stage,29.08.79,"Euros 1980, Qualifiers"
2569,Norway,1,,L,Belgium,2,,W,Group Stage,12.09.79,"Euros 1980, Qualifiers"
2570,Belgium,2,,W,Portugal,0,,L,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2571,Scotland,1,,D,Austria,1,,D,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2572,Portugal,3,,W,Norway,1,,L,Group Stage,01.11.79,"Euros 1980, Qualifiers"
2573,Belgium,2,,W,Scotland,0,,L,Group Stage,21.11.79,"Euros 1980, Qualifiers"
2574,Portugal,1,,L,Austria,2,,W,Group Stage,21.11.79,"Euros 1980, Qualifiers"
2575,Scotland,1,,L,Belgium,3,,W,Group Stage,19.12.79,"Euros 1980, Qualifiers"
2576,Scotland,4,,W,Portugal,1,,L,Group Stage,26.03.80,"Euros 1980, Qualifiers"
2577,Yugoslavia,1,,L,Spain,2,,W,Group Stage,04.10.78,"Euros 1980, Qualifiers"
2578,Romania,3,,W,Yugoslavia,2,,L,Group Stage,25.10.78,"Euros 1980, Qualifiers"
2579,Spain,1,,W,Romania,0,,L,Group Stage,15.11.78,"Euros 1980, Qualifiers"
2580,Spain,5,,W,Cyprus,0,,L,Group Stage,13.12.78,"Euros 1980, Qualifiers"
2581,Cyprus,0,,L,Yugoslavia,3,,W,Group Stage,01.04.79,"Euros 1980, Qualifiers"
2582,Romania,2,,D,Spain,2,,D,Group Stage,04.04.79,"Euros 1980, Qualifiers"
2583,Cyprus,1,,D,Romania,1,,D,Group Stage,13.05.79,"Euros 1980, Qualifiers"
2584,Spain,0,,L,Yugoslavia,1,,W,Group Stage,10.10.79,"Euros 1980, Qualifiers"
2585,Yugoslavia,2,,W,Romania,1,,L,Group Stage,31.10.79,"Euros 1980, Qualifiers"
2586,Yugoslavia,5,,W,Cyprus,0,,L,Group Stage,14.11.79,"Euros 1980, Qualifiers"
2587,Romania,2,,W,Cyprus,0,,L,Group Stage,18.11.79,"Euros 1980, Qualifiers"
2588,Cyprus,1,,L,Spain,3,,W,Group Stage,09.12.79,"Euros 1980, Qualifiers"
2589,Iceland,0,,L,Poland,2,,W,Group Stage,06.09.78,"Euros 1980, Qualifiers"
2590,Netherlands,3,,W,Iceland,0,,L,Group Stage,20.09.78,"Euros 1980, Qualifiers"
2591,GDR,3,,W,Iceland,1,,L,Group Stage,04.10.78,"Euros 1980, Qualifiers"
2592,Switzerland,1,,L,Netherlands,3,,W,Group Stage,11.10.78,"Euros 1980, Qualifiers"
2593,Netherlands,3,,W,GDR,0,,L,Group Stage,15.11.78,"Euros 1980, Qualifiers"
2594,Poland,2,,W,Switzerland,0,,L,Group Stage,15.11.78,"Euros 1980, Qualifiers"
2595,Netherlands,3,,W,Switzerland,0,,L,Group Stage,28.03.79,"Euros 1980, Qualifiers"
2596,GDR,2,,W,Poland,1,,L,Group Stage,18.04.79,"Euros 1980, Qualifiers"
2597,Poland,2,,W,Netherlands,0,,L,Group Stage,02.05.79,"Euros 1980, Qualifiers"
2598,Switzerland,0,,L,GDR,2,,W,Group Stage,05.05.79,"Euros 1980, Qualifiers"
2599,Switzerland,2,,W,Iceland,0,,L,Group Stage,22.05.79,"Euros 1980, Qualifiers"
2600,Iceland,1,,L,Switzerland,2,,W,Group Stage,09.06.79,"Euros 1980, Qualifiers"
2601,Iceland,0,,L,Netherlands,4,,W,Group Stage,05.09.79,"Euros 1980, Qualifiers"
2602,Iceland,0,,L,GDR,3,,W,Group Stage,12.09.79,"Euros 1980, Qualifiers"
2603,Switzerland,0,,L,Poland,2,,W,Group Stage,12.09.79,"Euros 1980, Qualifiers"
2604,Poland,1,,D,GDR,1,,D,Group Stage,26.09.79,"Euros 1980, Qualifiers"
2605,Poland,2,,W,Iceland,0,,L,Group Stage,10.10.79,"Euros 1980, Qualifiers"
2606,GDR,5,,W,Switzerland,2,,L,Group Stage,13.10.79,"Euros 1980, Qualifiers"
2607,Netherlands,1,,D,Poland,1,,D,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2608,GDR,2,,L,Netherlands,3,,W,Group Stage,21.11.79,"Euros 1980, Qualifiers"
2609,France,2,,D,Sweden,2,,D,Group Stage,01.09.78,"Euros 1980, Qualifiers"
2610,Sweden,1,,L,ČSSR,3,,W,Group Stage,04.10.78,"Euros 1980, Qualifiers"
2611,Luxembourg,1,,L,France,3,,W,Group Stage,07.10.78,"Euros 1980, Qualifiers"
2612,France,3,,W,Luxembourg,0,,L,Group Stage,25.02.79,"Euros 1980, Qualifiers"
2613,ČSSR,2,,W,France,0,,L,Group Stage,04.04.79,"Euros 1980, Qualifiers"
2614,Luxembourg,0,,L,ČSSR,3,,W,Group Stage,01.05.79,"Euros 1980, Qualifiers"
2615,Sweden,3,,W,Luxembourg,0,,L,Group Stage,07.06.79,"Euros 1980, Qualifiers"
2616,Sweden,1,,L,France,3,,W,Group Stage,05.09.79,"Euros 1980, Qualifiers"
2617,ČSSR,4,,W,Sweden,1,,L,Group Stage,10.10.79,"Euros 1980, Qualifiers"
2618,Luxembourg,1,,D,Sweden,1,,D,Group Stage,23.10.79,"Euros 1980, Qualifiers"
2619,France,2,,W,ČSSR,1,,L,Group Stage,17.11.79,"Euros 1980, Qualifiers"
2620,ČSSR,4,,W,Luxembourg,0,,L,Group Stage,24.11.79,"Euros 1980, Qualifiers"
2621,Finland,3,,W,Greece,0,,L,Group Stage,24.05.78,"Euros 1980, Qualifiers"
2622,Finland,2,,W,Hungary,1,,L,Group Stage,20.09.78,"Euros 1980, Qualifiers"
2623,USSR,2,,W,Greece,0,,L,Group Stage,20.09.78,"Euros 1980, Qualifiers"
2624,Hungary,2,,W,USSR,0,,L,Group Stage,11.10.78,"Euros 1980, Qualifiers"
2625,Greece,8,,W,Finland,1,,L,Group Stage,11.10.78,"Euros 1980, Qualifiers"
2626,Greece,4,,W,Hungary,1,,L,Group Stage,28.10.78,"Euros 1980, Qualifiers"
2627,Hungary,0,,D,Greece,0,,D,Group Stage,02.05.79,"Euros 1980, Qualifiers"
2628,USSR,2,,D,Hungary,2,,D,Group Stage,19.05.79,"Euros 1980, Qualifiers"
2629,Finland,1,,D,USSR,1,,D,Group Stage,04.07.79,"Euros 1980, Qualifiers"
2630,Greece,1,,W,USSR,0,,L,Group Stage,12.09.79,"Euros 1980, Qualifiers"
2631,Hungary,3,,W,Finland,1,,L,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2632,USSR,2,,D,Finland,2,,D,Group Stage,31.10.79,"Euros 1980, Qualifiers"
2633,Wales,7,,W,Malta,0,,L,Group Stage,25.10.78,"Euros 1980, Qualifiers"
2634,Wales,1,,W,Türkiye,0,,L,Group Stage,29.11.78,"Euros 1980, Qualifiers"
2635,Malta,0,,D,Germany,0,,D,Group Stage,25.02.79,"Euros 1980, Qualifiers"
2636,Türkiye,2,,W,Malta,1,,L,Group Stage,18.03.79,"Euros 1980, Qualifiers"
2637,Türkiye,0,,D,Germany,0,,D,Group Stage,01.04.79,"Euros 1980, Qualifiers"
2638,Wales,0,,L,Germany,2,,W,Group Stage,02.05.79,"Euros 1980, Qualifiers"
2639,Malta,0,,L,Wales,2,,W,Group Stage,02.06.79,"Euros 1980, Qualifiers"
2640,Germany,5,,W,Wales,1,,L,Group Stage,17.10.79,"Euros 1980, Qualifiers"
2641,Malta,1,,L,Türkiye,2,,W,Group Stage,28.10.79,"Euros 1980, Qualifiers"
2642,Türkiye,1,,W,Wales,0,,L,Group Stage,21.11.79,"Euros 1980, Qualifiers"
2643,Germany,2,,W,Türkiye,0,,L,Group Stage,22.12.79,"Euros 1980, Qualifiers"
2644,Germany,8,,W,Malta,0,,L,Group Stage,27.02.80,"Euros 1980, Qualifiers"
2645,ČSSR,2,5,W,Germany,2,3,L,Final,20.06.76,Euros 1976
2646,Netherlands,3,,W,Yugoslavia,2,,L,Third place play-off,19.06.76,Euros 1976
2647,ČSSR,3,,W,Netherlands,1,,L,Semi-finals,16.06.76,Euros 1976
2648,Germany,4,,W,Yugoslavia,2,,L,Semi-finals,17.06.76,Euros 1976
2649,Yugoslavia,2,,W,Wales,0,,L,Quarter-finals,24.04.76,"Euros 1976, Qualifiers"
2650,ČSSR,2,,W,USSR,0,,L,Quarter-finals,24.04.76,"Euros 1976, Qualifiers"
2651,Spain,1,,D,Germany,1,,D,Quarter-finals,24.04.76,"Euros 1976, Qualifiers"
2652,Netherlands,5,,W,Belgium,0,,L,Quarter-finals,25.04.76,"Euros 1976, Qualifiers"
2653,Wales,1,,D,Yugoslavia,1,,D,Quarter-finals,22.05.76,"Euros 1976, Qualifiers"
2654,USSR,2,,D,ČSSR,2,,D,Quarter-finals,22.05.76,"Euros 1976, Qualifiers"
2655,Germany,2,,W,Spain,0,,L,Quarter-finals,22.05.76,"Euros 1976, Qualifiers"
2656,Belgium,1,,L,Netherlands,2,,W,Quarter-finals,22.05.76,"Euros 1976, Qualifiers"
2657,England,3,,W,ČSSR,0,,L,Group Stage,30.10.74,"Euros 1976, Qualifiers"
2658,England,0,,D,Portugal,0,,D,Group Stage,20.11.74,"Euros 1976, Qualifiers"
2659,England,5,,W,Cyprus,0,,L,Group Stage,16.04.75,"Euros 1976, Qualifiers"
2660,ČSSR,4,,W,Cyprus,0,,L,Group Stage,20.04.75,"Euros 1976, Qualifiers"
2661,ČSSR,5,,W,Portugal,0,,L,Group Stage,30.04.75,"Euros 1976, Qualifiers"
2662,Cyprus,0,,L,England,1,,W,Group Stage,11.05.75,"Euros 1976, Qualifiers"
2663,Cyprus,0,,L,Portugal,2,,W,Group Stage,08.06.75,"Euros 1976, Qualifiers"
2664,ČSSR,2,,W,England,1,,L,Group Stage,30.10.75,"Euros 1976, Qualifiers"
2665,Portugal,1,,D,ČSSR,1,,D,Group Stage,12.11.75,"Euros 1976, Qualifiers"
2666,Portugal,1,,D,England,1,,D,Group Stage,19.11.75,"Euros 1976, Qualifiers"
2667,Cyprus,0,,L,ČSSR,3,,W,Group Stage,23.11.75,"Euros 1976, Qualifiers"
2668,Portugal,1,,W,Cyprus,0,,L,Group Stage,03.12.75,"Euros 1976, Qualifiers"
2669,Austria,2,,W,Wales,1,,L,Group Stage,04.09.74,"Euros 1976, Qualifiers"
2670,Luxembourg,2,,L,Hungary,4,,W,Group Stage,13.10.74,"Euros 1976, Qualifiers"
2671,Wales,2,,W,Hungary,0,,L,Group Stage,30.10.74,"Euros 1976, Qualifiers"
2672,Wales,5,,W,Luxembourg,0,,L,Group Stage,20.11.74,"Euros 1976, Qualifiers"
2673,Luxembourg,1,,L,Austria,2,,W,Group Stage,16.03.75,"Euros 1976, Qualifiers"
2674,Austria,0,,D,Hungary,0,,D,Group Stage,02.04.75,"Euros 1976, Qualifiers"
2675,Hungary,1,,L,Wales,2,,W,Group Stage,16.04.75,"Euros 1976, Qualifiers"
2676,Luxembourg,1,,L,Wales,3,,W,Group Stage,01.05.75,"Euros 1976, Qualifiers"
2677,Hungary,2,,W,Austria,1,,L,Group Stage,24.09.75,"Euros 1976, Qualifiers"
2678,Austria,6,,W,Luxembourg,2,,L,Group Stage,15.10.75,"Euros 1976, Qualifiers"
2679,Hungary,8,,W,Luxembourg,1,,L,Group Stage,19.10.75,"Euros 1976, Qualifiers"
2680,Wales,1,,W,Austria,0,,L,Group Stage,19.11.75,"Euros 1976, Qualifiers"
2681,Norway,2,,W,North. Ireland,1,,L,Group Stage,04.09.74,"Euros 1976, Qualifiers"
2682,Sweden,0,,L,North. Ireland,2,,W,Group Stage,30.10.74,"Euros 1976, Qualifiers"
2683,Yugoslavia,3,,W,Norway,1,,L,Group Stage,30.10.74,"Euros 1976, Qualifiers"
2684,North. Ireland,1,,W,Yugoslavia,0,,L,Group Stage,16.04.75,"Euros 1976, Qualifiers"
2685,Sweden,1,,L,Yugoslavia,2,,W,Group Stage,04.06.75,"Euros 1976, Qualifiers"
2686,Norway,1,,L,Yugoslavia,3,,W,Group Stage,09.06.75,"Euros 1976, Qualifiers"
2687,Sweden,3,,W,Norway,1,,L,Group Stage,30.06.75,"Euros 1976, Qualifiers"
2688,Norway,0,,L,Sweden,2,,W,Group Stage,13.08.75,"Euros 1976, Qualifiers"
2689,North. Ireland,1,,L,Sweden,2,,W,Group Stage,03.09.75,"Euros 1976, Qualifiers"
2690,Yugoslavia,3,,W,Sweden,0,,L,Group Stage,15.10.75,"Euros 1976, Qualifiers"
2691,North. Ireland,3,,W,Norway,0,,L,Group Stage,29.10.75,"Euros 1976, Qualifiers"
2692,Yugoslavia,1,,W,North. Ireland,0,,L,Group Stage,19.11.75,"Euros 1976, Qualifiers"
2693,Denmark,1,,L,Spain,2,,W,Group Stage,25.09.74,"Euros 1976, Qualifiers"
2694,Denmark,0,,D,Romania,0,,D,Group Stage,13.10.74,"Euros 1976, Qualifiers"
2695,Scotland,1,,L,Spain,2,,W,Group Stage,20.11.74,"Euros 1976, Qualifiers"
2696,Spain,1,,D,Scotland,1,,D,Group Stage,05.02.75,"Euros 1976, Qualifiers"
2697,Spain,1,,D,Romania,1,,D,Group Stage,17.04.75,"Euros 1976, Qualifiers"
2698,Romania,6,,W,Denmark,1,,L,Group Stage,11.05.75,"Euros 1976, Qualifiers"
2699,Romania,1,,D,Scotland,1,,D,Group Stage,01.06.75,"Euros 1976, Qualifiers"
2700,Denmark,0,,L,Scotland,1,,W,Group Stage,03.09.75,"Euros 1976, Qualifiers"
2701,Spain,2,,W,Denmark,0,,L,Group Stage,12.10.75,"Euros 1976, Qualifiers"
2702,Scotland,3,,W,Denmark,1,,L,Group Stage,29.10.75,"Euros 1976, Qualifiers"
2703,Romania,2,,D,Spain,2,,D,Group Stage,16.11.75,"Euros 1976, Qualifiers"
2704,Scotland,1,,D,Romania,1,,D,Group Stage,17.12.75,"Euros 1976, Qualifiers"
2705,Finland,1,,L,Poland,2,,W,Group Stage,01.09.74,"Euros 1976, Qualifiers"
2706,Finland,1,,L,Netherlands,3,,W,Group Stage,25.09.74,"Euros 1976, Qualifiers"
2707,Poland,3,,W,Finland,0,,L,Group Stage,09.10.74,"Euros 1976, Qualifiers"
2708,Netherlands,3,,W,Italy,1,,L,Group Stage,20.11.74,"Euros 1976, Qualifiers"
2709,Italy,0,,D,Poland,0,,D,Group Stage,19.04.75,"Euros 1976, Qualifiers"
2710,Finland,0,,L,Italy,1,,W,Group Stage,05.06.75,"Euros 1976, Qualifiers"
2711,Netherlands,4,,W,Finland,1,,L,Group Stage,03.09.75,"Euros 1976, Qualifiers"
2712,Poland,4,,W,Netherlands,1,,L,Group Stage,10.09.75,"Euros 1976, Qualifiers"
2713,Italy,0,,D,Finland,0,,D,Group Stage,27.09.75,"Euros 1976, Qualifiers"
2714,Netherlands,3,,W,Poland,0,,L,Group Stage,15.10.75,"Euros 1976, Qualifiers"
2715,Poland,0,,D,Italy,0,,D,Group Stage,26.10.75,"Euros 1976, Qualifiers"
2716,Italy,1,,W,Netherlands,0,,L,Group Stage,22.11.75,"Euros 1976, Qualifiers"
2717,Ireland,3,,W,USSR,0,,L,Group Stage,30.10.74,"Euros 1976, Qualifiers"
2718,Türkiye,1,,D,Ireland,1,,D,Group Stage,20.11.74,"Euros 1976, Qualifiers"
2719,Türkiye,2,,W,Switzerland,1,,L,Group Stage,01.12.74,"Euros 1976, Qualifiers"
2720,USSR,3,,W,Türkiye,0,,L,Group Stage,02.04.75,"Euros 1976, Qualifiers"
2721,Switzerland,1,,D,Türkiye,1,,D,Group Stage,30.04.75,"Euros 1976, Qualifiers"
2722,Ireland,2,,W,Switzerland,1,,L,Group Stage,10.05.75,"Euros 1976, Qualifiers"
2723,USSR,2,,W,Ireland,1,,L,Group Stage,18.05.75,"Euros 1976, Qualifiers"
2724,Switzerland,1,,W,Ireland,0,,L,Group Stage,21.05.75,"Euros 1976, Qualifiers"
2725,Switzerland,0,,L,USSR,1,,W,Group Stage,12.10.75,"Euros 1976, Qualifiers"
2726,Ireland,4,,W,Türkiye,0,,L,Group Stage,29.10.75,"Euros 1976, Qualifiers"
2727,USSR,4,,W,Switzerland,1,,L,Group Stage,12.11.75,"Euros 1976, Qualifiers"
2728,Türkiye,1,,W,USSR,0,,L,Group Stage,23.11.75,"Euros 1976, Qualifiers"
2729,Iceland,0,,L,Belgium,2,,W,Group Stage,08.09.74,"Euros 1976, Qualifiers"
2730,GDR,1,,D,Iceland,1,,D,Group Stage,12.10.74,"Euros 1976, Qualifiers"
2731,Belgium,2,,W,France,1,,L,Group Stage,12.10.74,"Euros 1976, Qualifiers"
2732,France,2,,D,GDR,2,,D,Group Stage,16.11.74,"Euros 1976, Qualifiers"
2733,GDR,0,,D,Belgium,0,,D,Group Stage,07.12.74,"Euros 1976, Qualifiers"
2734,Iceland,0,,D,France,0,,D,Group Stage,25.05.75,"Euros 1976, Qualifiers"
2735,Iceland,2,,W,GDR,1,,L,Group Stage,05.06.75,"Euros 1976, Qualifiers"
2736,France,3,,W,Iceland,0,,L,Group Stage,03.09.75,"Euros 1976, Qualifiers"
2737,Belgium,1,,W,Iceland,0,,L,Group Stage,06.09.75,"Euros 1976, Qualifiers"
2738,Belgium,1,,L,GDR,2,,W,Group Stage,27.09.75,"Euros 1976, Qualifiers"
2739,GDR,2,,W,France,1,,L,Group Stage,12.10.75,"Euros 1976, Qualifiers"
2740,France,0,,D,Belgium,0,,D,Group Stage,15.11.75,"Euros 1976, Qualifiers"
2741,Bulgaria,3,,D,Greece,3,,D,Group Stage,13.10.74,"Euros 1976, Qualifiers"
2742,Greece,2,,D,Germany,2,,D,Group Stage,20.11.74,"Euros 1976, Qualifiers"
2743,Greece,2,,W,Bulgaria,1,,L,Group Stage,18.12.74,"Euros 1976, Qualifiers"
2744,Malta,0,,L,Germany,1,,W,Group Stage,22.12.74,"Euros 1976, Qualifiers"
2745,Malta,2,,W,Greece,0,,L,Group Stage,23.02.75,"Euros 1976, Qualifiers"
2746,Bulgaria,1,,D,Germany,1,,D,Group Stage,27.04.75,"Euros 1976, Qualifiers"
2747,Greece,4,,W,Malta,0,,L,Group Stage,04.06.75,"Euros 1976, Qualifiers"
2748,Bulgaria,5,,W,Malta,0,,L,Group Stage,11.06.75,"Euros 1976, Qualifiers"
2749,Germany,1,,D,Greece,1,,D,Group Stage,11.10.75,"Euros 1976, Qualifiers"
2750,Germany,1,,W,Bulgaria,0,,L,Group Stage,19.11.75,"Euros 1976, Qualifiers"
2751,Malta,0,,L,Bulgaria,2,,W,Group Stage,21.12.75,"Euros 1976, Qualifiers"
2752,Germany,8,,W,Malta,0,,L,Group Stage,28.02.76,"Euros 1976, Qualifiers"
2753,Germany,3,,W,USSR,0,,L,Final,18.06.72,Euros 1972
2754,Belgium,2,,W,Hungary,1,,L,Third place play-off,17.06.72,Euros 1972
2755,Germany,2,,W,Belgium,1,,L,Semi-finals,14.06.72,Euros 1972
2756,USSR,1,,W,Hungary,0,,L,Semi-finals,14.06.72,Euros 1972
2757,England,1,,L,Germany,3,,W,Quarter-finals,29.04.72,"Euros 1972, Qualifiers"
2758,Italy,0,,D,Belgium,0,,D,Quarter-finals,29.04.72,"Euros 1972, Qualifiers"
2759,Hungary,1,,D,Romania,1,,D,Quarter-finals,29.04.72,"Euros 1972, Qualifiers"
2760,Yugoslavia,0,,D,USSR,0,,D,Quarter-finals,30.04.72,"Euros 1972, Qualifiers"
2761,Germany,0,,D,England,0,,D,Quarter-finals,13.05.72,"Euros 1972, Qualifiers"
2762,Belgium,2,,W,Italy,1,,L,Quarter-finals,13.05.72,"Euros 1972, Qualifiers"
2763,USSR,3,,W,Yugoslavia,0,,L,Quarter-finals,13.05.72,"Euros 1972, Qualifiers"
2764,Romania,2,,D,Hungary,2,,D,Quarter-finals,14.05.72,"Euros 1972, Qualifiers"
2765,Hungary,2,,W,Romania,1,,L,Quarter-finals,17.05.72,"Euros 1972, Qualifiers"
2766,ČSSR,1,,D,Finland,1,,D,Group Stage,07.10.70,"Euros 1972, Qualifiers"
2767,Romania,3,,W,Finland,0,,L,Group Stage,11.10.70,"Euros 1972, Qualifiers"
2768,Wales,0,,D,Romania,0,,D,Group Stage,11.11.70,"Euros 1972, Qualifiers"
2769,Wales,1,,L,ČSSR,3,,W,Group Stage,21.04.71,"Euros 1972, Qualifiers"
2770,ČSSR,1,,W,Romania,0,,L,Group Stage,16.05.71,"Euros 1972, Qualifiers"
2771,Finland,0,,L,Wales,1,,W,Group Stage,26.05.71,"Euros 1972, Qualifiers"
2772,Finland,0,,L,ČSSR,4,,W,Group Stage,16.06.71,"Euros 1972, Qualifiers"
2773,Finland,0,,L,Romania,4,,W,Group Stage,22.09.71,"Euros 1972, Qualifiers"
2774,Wales,3,,W,Finland,0,,L,Group Stage,13.10.71,"Euros 1972, Qualifiers"
2775,ČSSR,1,,W,Wales,0,,L,Group Stage,27.10.71,"Euros 1972, Qualifiers"
2776,Romania,2,,W,ČSSR,1,,L,Group Stage,14.11.71,"Euros 1972, Qualifiers"
2777,Romania,2,,W,Wales,0,,L,Group Stage,24.11.71,"Euros 1972, Qualifiers"
2778,Norway,1,,L,Hungary,3,,W,Group Stage,07.10.70,"Euros 1972, Qualifiers"
2779,France,3,,W,Norway,1,,L,Group Stage,11.11.70,"Euros 1972, Qualifiers"
2780,Bulgaria,1,,D,Norway,1,,D,Group Stage,15.11.70,"Euros 1972, Qualifiers"
2781,Hungary,1,,D,France,1,,D,Group Stage,24.04.71,"Euros 1972, Qualifiers"
2782,Bulgaria,3,,W,Hungary,0,,L,Group Stage,19.05.71,"Euros 1972, Qualifiers"
2783,Norway,1,,L,Bulgaria,4,,W,Group Stage,09.06.71,"Euros 1972, Qualifiers"
2784,Norway,1,,L,France,3,,W,Group Stage,08.09.71,"Euros 1972, Qualifiers"
2785,Hungary,2,,W,Bulgaria,0,,L,Group Stage,25.09.71,"Euros 1972, Qualifiers"
2786,France,0,,L,Hungary,2,,W,Group Stage,09.10.71,"Euros 1972, Qualifiers"
2787,Hungary,4,,W,Norway,0,,L,Group Stage,27.10.71,"Euros 1972, Qualifiers"
2788,France,2,,W,Bulgaria,1,,L,Group Stage,10.11.71,"Euros 1972, Qualifiers"
2789,Bulgaria,2,,W,France,1,,L,Group Stage,04.12.71,"Euros 1972, Qualifiers"
2790,Malta,1,,D,Greece,1,,D,Group Stage,11.10.70,"Euros 1972, Qualifiers"
2791,Greece,0,,L,Switzerland,1,,W,Group Stage,16.12.70,"Euros 1972, Qualifiers"
2792,Malta,1,,L,Switzerland,2,,W,Group Stage,20.12.70,"Euros 1972, Qualifiers"
2793,Malta,0,,L,England,1,,W,Group Stage,03.02.71,"Euros 1972, Qualifiers"
2794,Switzerland,5,,W,Malta,0,,L,Group Stage,21.04.71,"Euros 1972, Qualifiers"
2795,England,3,,W,Greece,0,,L,Group Stage,21.04.71,"Euros 1972, Qualifiers"
2796,England,5,,W,Malta,0,,L,Group Stage,12.05.71,"Euros 1972, Qualifiers"
2797,Switzerland,1,,W,Greece,0,,L,Group Stage,12.05.71,"Euros 1972, Qualifiers"
2798,Greece,2,,W,Malta,0,,L,Group Stage,18.06.71,"Euros 1972, Qualifiers"
2799,Switzerland,2,,L,England,3,,W,Group Stage,13.10.71,"Euros 1972, Qualifiers"
2800,England,1,,D,Switzerland,1,,D,Group Stage,10.11.71,"Euros 1972, Qualifiers"
2801,Greece,0,,L,England,2,,W,Group Stage,01.12.71,"Euros 1972, Qualifiers"
2802,Spain,3,,W,North. Ireland,0,,L,Group Stage,11.10.70,"Euros 1972, Qualifiers"
2803,Cyprus,1,,L,USSR,3,,W,Group Stage,15.11.70,"Euros 1972, Qualifiers"
2804,Cyprus,0,,L,North. Ireland,3,,W,Group Stage,03.02.71,"Euros 1972, Qualifiers"
2805,North. Ireland,5,,W,Cyprus,0,,L,Group Stage,21.04.71,"Euros 1972, Qualifiers"
2806,Cyprus,0,,L,Spain,2,,W,Group Stage,09.05.71,"Euros 1972, Qualifiers"
2807,USSR,2,,W,Spain,1,,L,Group Stage,30.05.71,"Euros 1972, Qualifiers"
2808,USSR,6,,W,Cyprus,1,,L,Group Stage,07.06.71,"Euros 1972, Qualifiers"
2809,USSR,1,,W,North. Ireland,0,,L,Group Stage,22.09.71,"Euros 1972, Qualifiers"
2810,North. Ireland,1,,D,USSR,1,,D,Group Stage,13.10.71,"Euros 1972, Qualifiers"
2811,Spain,0,,D,USSR,0,,D,Group Stage,27.10.71,"Euros 1972, Qualifiers"
2812,Spain,7,,W,Cyprus,0,,L,Group Stage,24.11.71,"Euros 1972, Qualifiers"
2813,North. Ireland,1,,D,Spain,1,,D,Group Stage,16.02.72,"Euros 1972, Qualifiers"
2814,Denmark,0,,L,Portugal,1,,W,Group Stage,14.10.70,"Euros 1972, Qualifiers"
2815,Scotland,1,,W,Denmark,0,,L,Group Stage,11.11.70,"Euros 1972, Qualifiers"
2816,Belgium,2,,W,Denmark,0,,L,Group Stage,25.11.70,"Euros 1972, Qualifiers"
2817,Belgium,3,,W,Scotland,0,,L,Group Stage,03.02.71,"Euros 1972, Qualifiers"
